"id","name","description","memo","type","parentGroupName","parentGroupId","parentName"
"T7955","Node 7955","Node 7955 description","Node 7955 memo","ROADM","Group 2","G2","Parent 2"
"T7956","Node 7956","Node 7956 description","Node 7956 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T7957","Node 7957","Node 7957 description","Node 7957 memo","ROADM","Group 1","G1","Parent 1"
"T7958","Node 7958","Node 7958 description","Node 7958 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T7959","Node 7959","Node 7959 description","Node 7959 memo","ROADM","Group 3","G3","Parent 3"
"T7960","Node 7960","Node 7960 description","Node 7960 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T7961","Node 7961","Node 7961 description","Node 7961 memo","ROADM","Group 2","G2","Parent 2"
"T7962","Node 7962","Node 7962 description","Node 7962 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T7963","Node 7963","Node 7963 description","Node 7963 memo","ROADM","Group 1","G1","Parent 1"
"T7964","Node 7964","Node 7964 description","Node 7964 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T7965","Node 7965","Node 7965 description","Node 7965 memo","ROADM","Group 3","G3","Parent 3"
"T7966","Node 7966","Node 7966 description","Node 7966 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T7967","Node 7967","Node 7967 description","Node 7967 memo","ROADM","Group 2","G2","Parent 2"
"T7968","Node 7968","Node 7968 description","Node 7968 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T7969","Node 7969","Node 7969 description","Node 7969 memo","ROADM","Group 1","G1","Parent 1"
"T7970","Node 7970","Node 7970 description","Node 7970 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T7971","Node 7971","Node 7971 description","Node 7971 memo","ROADM","Group 3","G3","Parent 3"
"T7972","Node 7972","Node 7972 description","Node 7972 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T7973","Node 7973","Node 7973 description","Node 7973 memo","ROADM","Group 2","G2","Parent 2"
"T7974","Node 7974","Node 7974 description","Node 7974 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T7975","Node 7975","Node 7975 description","Node 7975 memo","ROADM","Group 1","G1","Parent 1"
"T7976","Node 7976","Node 7976 description","Node 7976 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T7977","Node 7977","Node 7977 description","Node 7977 memo","ROADM","Group 3","G3","Parent 3"
"T7978","Node 7978","Node 7978 description","Node 7978 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T7979","Node 7979","Node 7979 description","Node 7979 memo","ROADM","Group 2","G2","Parent 2"
"T7980","Node 7980","Node 7980 description","Node 7980 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T7981","Node 7981","Node 7981 description","Node 7981 memo","ROADM","Group 1","G1","Parent 1"
"T7982","Node 7982","Node 7982 description","Node 7982 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T7983","Node 7983","Node 7983 description","Node 7983 memo","ROADM","Group 3","G3","Parent 3"
"T7984","Node 7984","Node 7984 description","Node 7984 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T7985","Node 7985","Node 7985 description","Node 7985 memo","ROADM","Group 2","G2","Parent 2"
"T7986","Node 7986","Node 7986 description","Node 7986 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T7987","Node 7987","Node 7987 description","Node 7987 memo","ROADM","Group 1","G1","Parent 1"
"T7988","Node 7988","Node 7988 description","Node 7988 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T7989","Node 7989","Node 7989 description","Node 7989 memo","ROADM","Group 3","G3","Parent 3"
"T7990","Node 7990","Node 7990 description","Node 7990 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T7991","Node 7991","Node 7991 description","Node 7991 memo","ROADM","Group 2","G2","Parent 2"
"T7992","Node 7992","Node 7992 description","Node 7992 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T7993","Node 7993","Node 7993 description","Node 7993 memo","ROADM","Group 1","G1","Parent 1"
"T7994","Node 7994","Node 7994 description","Node 7994 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T7995","Node 7995","Node 7995 description","Node 7995 memo","ROADM","Group 3","G3","Parent 3"
"T7996","Node 7996","Node 7996 description","Node 7996 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T7997","Node 7997","Node 7997 description","Node 7997 memo","ROADM","Group 2","G2","Parent 2"
"T7998","Node 7998","Node 7998 description","Node 7998 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T7999","Node 7999","Node 7999 description","Node 7999 memo","ROADM","Group 1","G1","Parent 1"
"T8000","Node 8000","Node 8000 description","Node 8000 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T8001","Node 8001","Node 8001 description","Node 8001 memo","ROADM","Group 3","G3","Parent 3"
"T8002","Node 8002","Node 8002 description","Node 8002 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T8003","Node 8003","Node 8003 description","Node 8003 memo","ROADM","Group 2","G2","Parent 2"
"T8004","Node 8004","Node 8004 description","Node 8004 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T8005","Node 8005","Node 8005 description","Node 8005 memo","ROADM","Group 1","G1","Parent 1"
"T8006","Node 8006","Node 8006 description","Node 8006 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T8007","Node 8007","Node 8007 description","Node 8007 memo","ROADM","Group 3","G3","Parent 3"
"T8008","Node 8008","Node 8008 description","Node 8008 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T8009","Node 8009","Node 8009 description","Node 8009 memo","ROADM","Group 2","G2","Parent 2"
"T8010","Node 8010","Node 8010 description","Node 8010 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T8011","Node 8011","Node 8011 description","Node 8011 memo","ROADM","Group 1","G1","Parent 1"
"T8012","Node 8012","Node 8012 description","Node 8012 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T8013","Node 8013","Node 8013 description","Node 8013 memo","ROADM","Group 3","G3","Parent 3"
"T8014","Node 8014","Node 8014 description","Node 8014 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T8015","Node 8015","Node 8015 description","Node 8015 memo","ROADM","Group 2","G2","Parent 2"
"T8016","Node 8016","Node 8016 description","Node 8016 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T8017","Node 8017","Node 8017 description","Node 8017 memo","ROADM","Group 1","G1","Parent 1"
"T8018","Node 8018","Node 8018 description","Node 8018 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T8019","Node 8019","Node 8019 description","Node 8019 memo","ROADM","Group 3","G3","Parent 3"
"T8020","Node 8020","Node 8020 description","Node 8020 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T8021","Node 8021","Node 8021 description","Node 8021 memo","ROADM","Group 2","G2","Parent 2"
"T8022","Node 8022","Node 8022 description","Node 8022 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T8023","Node 8023","Node 8023 description","Node 8023 memo","ROADM","Group 1","G1","Parent 1"
"T8024","Node 8024","Node 8024 description","Node 8024 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T8025","Node 8025","Node 8025 description","Node 8025 memo","ROADM","Group 3","G3","Parent 3"
"T8026","Node 8026","Node 8026 description","Node 8026 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T8027","Node 8027","Node 8027 description","Node 8027 memo","ROADM","Group 2","G2","Parent 2"
"T8028","Node 8028","Node 8028 description","Node 8028 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T8029","Node 8029","Node 8029 description","Node 8029 memo","ROADM","Group 1","G1","Parent 1"
"T8030","Node 8030","Node 8030 description","Node 8030 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T8031","Node 8031","Node 8031 description","Node 8031 memo","ROADM","Group 3","G3","Parent 3"
"T8032","Node 8032","Node 8032 description","Node 8032 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T8033","Node 8033","Node 8033 description","Node 8033 memo","ROADM","Group 2","G2","Parent 2"
"T8034","Node 8034","Node 8034 description","Node 8034 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T8035","Node 8035","Node 8035 description","Node 8035 memo","ROADM","Group 1","G1","Parent 1"
"T8036","Node 8036","Node 8036 description","Node 8036 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T8037","Node 8037","Node 8037 description","Node 8037 memo","ROADM","Group 3","G3","Parent 3"
"T8038","Node 8038","Node 8038 description","Node 8038 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T8039","Node 8039","Node 8039 description","Node 8039 memo","ROADM","Group 2","G2","Parent 2"
"T8040","Node 8040","Node 8040 description","Node 8040 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T8041","Node 8041","Node 8041 description","Node 8041 memo","ROADM","Group 1","G1","Parent 1"
"T8042","Node 8042","Node 8042 description","Node 8042 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T8043","Node 8043","Node 8043 description","Node 8043 memo","ROADM","Group 3","G3","Parent 3"
"T8044","Node 8044","Node 8044 description","Node 8044 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T8045","Node 8045","Node 8045 description","Node 8045 memo","ROADM","Group 2","G2","Parent 2"
"T8046","Node 8046","Node 8046 description","Node 8046 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T8047","Node 8047","Node 8047 description","Node 8047 memo","ROADM","Group 1","G1","Parent 1"
"T8048","Node 8048","Node 8048 description","Node 8048 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T8049","Node 8049","Node 8049 description","Node 8049 memo","ROADM","Group 3","G3","Parent 3"
"T8050","Node 8050","Node 8050 description","Node 8050 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T8051","Node 8051","Node 8051 description","Node 8051 memo","ROADM","Group 2","G2","Parent 2"
"T8052","Node 8052","Node 8052 description","Node 8052 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T8053","Node 8053","Node 8053 description","Node 8053 memo","ROADM","Group 1","G1","Parent 1"
"T8054","Node 8054","Node 8054 description","Node 8054 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T8055","Node 8055","Node 8055 description","Node 8055 memo","ROADM","Group 3","G3","Parent 3"
"T8056","Node 8056","Node 8056 description","Node 8056 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T8057","Node 8057","Node 8057 description","Node 8057 memo","ROADM","Group 2","G2","Parent 2"
"T8058","Node 8058","Node 8058 description","Node 8058 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T8059","Node 8059","Node 8059 description","Node 8059 memo","ROADM","Group 1","G1","Parent 1"
"T8060","Node 8060","Node 8060 description","Node 8060 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T8061","Node 8061","Node 8061 description","Node 8061 memo","ROADM","Group 3","G3","Parent 3"
"T8062","Node 8062","Node 8062 description","Node 8062 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T8063","Node 8063","Node 8063 description","Node 8063 memo","ROADM","Group 2","G2","Parent 2"
"T8064","Node 8064","Node 8064 description","Node 8064 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T8065","Node 8065","Node 8065 description","Node 8065 memo","ROADM","Group 1","G1","Parent 1"
"T8066","Node 8066","Node 8066 description","Node 8066 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T8067","Node 8067","Node 8067 description","Node 8067 memo","ROADM","Group 3","G3","Parent 3"
"T8068","Node 8068","Node 8068 description","Node 8068 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T8069","Node 8069","Node 8069 description","Node 8069 memo","ROADM","Group 2","G2","Parent 2"
"T8070","Node 8070","Node 8070 description","Node 8070 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T8071","Node 8071","Node 8071 description","Node 8071 memo","ROADM","Group 1","G1","Parent 1"
"T8072","Node 8072","Node 8072 description","Node 8072 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T8073","Node 8073","Node 8073 description","Node 8073 memo","ROADM","Group 3","G3","Parent 3"
"T8074","Node 8074","Node 8074 description","Node 8074 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T8075","Node 8075","Node 8075 description","Node 8075 memo","ROADM","Group 2","G2","Parent 2"
"T8076","Node 8076","Node 8076 description","Node 8076 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T8077","Node 8077","Node 8077 description","Node 8077 memo","ROADM","Group 1","G1","Parent 1"
"T8078","Node 8078","Node 8078 description","Node 8078 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T8079","Node 8079","Node 8079 description","Node 8079 memo","ROADM","Group 3","G3","Parent 3"
"T8080","Node 8080","Node 8080 description","Node 8080 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T8081","Node 8081","Node 8081 description","Node 8081 memo","ROADM","Group 2","G2","Parent 2"
"T8082","Node 8082","Node 8082 description","Node 8082 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T8083","Node 8083","Node 8083 description","Node 8083 memo","ROADM","Group 1","G1","Parent 1"
"T8084","Node 8084","Node 8084 description","Node 8084 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T8085","Node 8085","Node 8085 description","Node 8085 memo","ROADM","Group 3","G3","Parent 3"
"T8086","Node 8086","Node 8086 description","Node 8086 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T8087","Node 8087","Node 8087 description","Node 8087 memo","ROADM","Group 2","G2","Parent 2"
"T8088","Node 8088","Node 8088 description","Node 8088 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T8089","Node 8089","Node 8089 description","Node 8089 memo","ROADM","Group 1","G1","Parent 1"
"T8090","Node 8090","Node 8090 description","Node 8090 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T8091","Node 8091","Node 8091 description","Node 8091 memo","ROADM","Group 3","G3","Parent 3"
"T8092","Node 8092","Node 8092 description","Node 8092 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T8093","Node 8093","Node 8093 description","Node 8093 memo","ROADM","Group 2","G2","Parent 2"
"T8094","Node 8094","Node 8094 description","Node 8094 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T8095","Node 8095","Node 8095 description","Node 8095 memo","ROADM","Group 1","G1","Parent 1"
"T8096","Node 8096","Node 8096 description","Node 8096 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T8097","Node 8097","Node 8097 description","Node 8097 memo","ROADM","Group 3","G3","Parent 3"
"T8098","Node 8098","Node 8098 description","Node 8098 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T8099","Node 8099","Node 8099 description","Node 8099 memo","ROADM","Group 2","G2","Parent 2"
"T8100","Node 8100","Node 8100 description","Node 8100 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T8101","Node 8101","Node 8101 description","Node 8101 memo","ROADM","Group 1","G1","Parent 1"
"T8102","Node 8102","Node 8102 description","Node 8102 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T8103","Node 8103","Node 8103 description","Node 8103 memo","ROADM","Group 3","G3","Parent 3"
"T8104","Node 8104","Node 8104 description","Node 8104 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T8105","Node 8105","Node 8105 description","Node 8105 memo","ROADM","Group 2","G2","Parent 2"
"T8106","Node 8106","Node 8106 description","Node 8106 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T8107","Node 8107","Node 8107 description","Node 8107 memo","ROADM","Group 1","G1","Parent 1"
"T8108","Node 8108","Node 8108 description","Node 8108 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T8109","Node 8109","Node 8109 description","Node 8109 memo","ROADM","Group 3","G3","Parent 3"
"T8110","Node 8110","Node 8110 description","Node 8110 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T8111","Node 8111","Node 8111 description","Node 8111 memo","ROADM","Group 2","G2","Parent 2"
"T8112","Node 8112","Node 8112 description","Node 8112 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T8113","Node 8113","Node 8113 description","Node 8113 memo","ROADM","Group 1","G1","Parent 1"
"T8114","Node 8114","Node 8114 description","Node 8114 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T8115","Node 8115","Node 8115 description","Node 8115 memo","ROADM","Group 3","G3","Parent 3"
"T8116","Node 8116","Node 8116 description","Node 8116 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T8117","Node 8117","Node 8117 description","Node 8117 memo","ROADM","Group 2","G2","Parent 2"
"T8118","Node 8118","Node 8118 description","Node 8118 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T8119","Node 8119","Node 8119 description","Node 8119 memo","ROADM","Group 1","G1","Parent 1"
"T8120","Node 8120","Node 8120 description","Node 8120 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T8121","Node 8121","Node 8121 description","Node 8121 memo","ROADM","Group 3","G3","Parent 3"
"T8122","Node 8122","Node 8122 description","Node 8122 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T8123","Node 8123","Node 8123 description","Node 8123 memo","ROADM","Group 2","G2","Parent 2"
"T8124","Node 8124","Node 8124 description","Node 8124 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T8125","Node 8125","Node 8125 description","Node 8125 memo","ROADM","Group 1","G1","Parent 1"
"T8126","Node 8126","Node 8126 description","Node 8126 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T8127","Node 8127","Node 8127 description","Node 8127 memo","ROADM","Group 3","G3","Parent 3"
"T8128","Node 8128","Node 8128 description","Node 8128 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T8129","Node 8129","Node 8129 description","Node 8129 memo","ROADM","Group 2","G2","Parent 2"
"T8130","Node 8130","Node 8130 description","Node 8130 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T8131","Node 8131","Node 8131 description","Node 8131 memo","ROADM","Group 1","G1","Parent 1"
"T8132","Node 8132","Node 8132 description","Node 8132 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T8133","Node 8133","Node 8133 description","Node 8133 memo","ROADM","Group 3","G3","Parent 3"
"T8134","Node 8134","Node 8134 description","Node 8134 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T8135","Node 8135","Node 8135 description","Node 8135 memo","ROADM","Group 2","G2","Parent 2"
